RUNID,RESPNUM,CCGID,LATECODE,DESTMARK,DESTGEO,TERM,STRATA,ATYPE,AIRLINE,DEST,GATE,INTDATE,Q1,Q1A,Q1MIL,DEPTIME,PASSTIME,PASSMIN,Q2_1,Q3_1,Q4A,Q4B,Q4C,Q5,Q6,Q7,SAQ,Q8A,Q8B,Q8C,Q8D,Q8E,Q8F,Q8G,Q8H,Q8I,Q8J,Q8K,Q8L,Q8M,Q8N,Q10A,Q10B,Q10C,Q10D,Q10E,Q10F,Q11,Q12,Q13,Q13A1,Q13A2,Q13A3,Q14,Q15A,Q15B,Q16,Q17,Q18STATE,Q18ZIP,Q18COUNTRY,HOME,Q19,Q20,Q21,MAIL,LANG
13,287,172,1,2,4,4,2,2,2,MONTREAL,10,2,101500,1,10:15,11:55,01:40,100,1,6,1,0,0,2,2,5,2,4,4,5,5,4,3,3,0,4,2,3,2,2,4,5,3,4,3,4,4,4,1,3,,,,2,5,2,2,1,CA,,US,5,6,2,4,1,1
13,288,173,1,2,4,4,2,2,2,MONTREAL,10,2,103000,1,10:30,11:55,01:25,85,1,7,2,1,2,1,2,3,2,3,3,3,4,4,4,4,4,6,6,6,6,6,3,4,6,6,6,4,4,4,2,,,,,5,4,4,2,3,QU,,CANADA,13,5,2,4,1,1
13,289,174,1,2,4,4,2,2,2,MONTREAL,10,2,93000,1,9:30,11:55,02:25,145,1,7,2,1,1,2,2,1,2,4,4,4,5,5,4,3,3,3,3,3,3,3,0,5,4,4,4,4,4,4,2,,,,,12,5,5,2,3,QU,,CANADA,13,6,2,3,1,1
13,290,175,1,2,4,4,2,2,2,MONTREAL,10,2,100000,1,10:00,11:55,01:55,115,3,1,1,2,2,2,2,2,2,0,0,0,4,0,0,0,0,3,0,0,0,0,3,3,3,0,0,0,0,3,2,,,,,7,4,4,2,1,CA,95118,US,4,6,2,1,1,1
13,291,176,1,2,4,4,2,2,2,MONTREAL,10,2,93000,1,9:30,11:55,02:25,145,3,9,1,2,2,2,2,1,0,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,0,1,1,5,0,,,,,12,5,5,2,3,QU,,CANADA,13,6,2,1,1,1
13,292,177,1,2,4,4,2,2,2,MONTREAL,10,2,93000,1,9:30,11:55,02:25,145,1,2,1,1,1,1,2,2,2,6,4,4,5,5,6,6,6,6,6,5,6,3,5,5,6,5,4,5,5,3,2,,,,,7,5,5,2,3,QU,,CANADA,13,6,1,3,1,1
14,1289,178,1,4,8,4,2,2,10,HONG KONG,6,2,113000,1,11:30,13:35,02:05,125,4,2,1,2,2,2,2,3,1,3,6,6,4,4,4,3,4,4,3,6,6,6,4,4,4,6,6,6,4,3,2,,,,,5,5,2,2,1,CA,94121,US,1,4,2,0,1,1
14,1290,179,1,4,8,4,2,2,10,HONG KONG,6,2,103000,1,10:30,13:35,03:05,185,5,5,2,2,1,1,2,1,1,6,4,5,5,5,5,5,6,5,6,5,6,6,5,5,6,4,6,4,6,5,2,,,,,1,5,5,2,3,,,CHINA,16,3,1,1,1,1
14,1291,180,1,4,8,4,2,2,10,HONG KONG,6,2,104500,1,10:45,13:35,02:50,170,1,2,1,2,2,2,2,1,1,4,6,4,5,5,2,6,6,4,6,6,6,6,4,5,6,6,6,5,5,5,2,,,,,2,5,5,2,1,CA,94506,US,5,5,1,2,1,1
14,1292,181,1,4,8,4,2,2,10,HONG KONG,6,2,103000,1,10:30,13:35,03:05,185,2,2,1,2,1,2,2,1,1,6,3,6,4,4,4,6,6,4,4,6,6,6,3,4,3,6,6,6,4,5,1,3,5,,,7,3,3,2,1,CA,95136,US,4,4,1,3,1,1
14,1293,182,1,4,8,4,2,2,10,HONG KONG,6,2,100000,1,10:00,13:35,03:35,215,2,2,1,1,2,2,2,2,1,3,3,4,5,5,5,3,3,4,6,6,6,6,4,4,6,6,6,6,2,5,2,,,,,6,4,4,2,1,CA,94030,US,2,4,1,2,1,1
14,1294,183,1,4,8,4,2,2,10,HONG KONG,6,2,110000,1,11:00,13:35,02:35,155,3,2,1,1,2,2,2,1,1,6,6,4,5,4,4,6,6,4,4,6,6,6,4,3,4,6,6,6,4,5,2,,,,,14,5,5,2,2,CA,98542,US,10,5,2,1,1,1
14,1295,184,1,4,8,4,2,2,10,HONG KONG,6,2,93000,1,9:30,13:35,04:05,245,2,2,1,2,2,2,2,3,2,4,4,4,4,4,3,2,3,4,4,3,3,3,4,4,4,4,4,4,3,5,2,,,,,7,4,4,2,1,CA,95112,US,4,3,1,4,1,1
14,1296,185,1,4,8,4,2,2,10,HONG KONG,6,2,94500,1,9:45,13:35,03:50,230,1,3,2,1,1,2,2,1,2,4,4,4,4,4,4,4,4,6,6,6,6,6,4,0,0,0,0,0,0,3,2,,,,,11,0,0,0,4,,,,99,0,0,0,1,1
14,1297,186,1,4,8,4,2,2,10,HONG KONG,6,2,114000,1,11:40,13:35,01:55,115,3,1,1,2,2,1,2,3,2,6,2,4,4,4,4,4,4,5,3,6,6,6,4,5,6,6,6,5,4,4,2,,,,,5,6,5,2,1,CA,94121,US,1,5,2,1,1,1
14,1298,187,1,4,8,4,2,2,10,HONG KONG,6,2,114000,1,11:40,13:35,01:55,115,2,1,1,2,2,2,2,3,2,4,3,4,4,4,4,4,4,4,4,3,2,1,3,4,4,4,4,4,3,5,1,4,,,,7,4,4,1,1,CA,96086,US,4,5,1,0,1,1
14,1299,188,1,4,8,4,2,2,10,HONG KONG,6,2,113000,1,11:30,13:35,02:05,125,3,5,1,2,2,1,2,1,2,4,4,3,4,3,3,4,3,3,3,6,6,6,3,4,4,4,4,3,4,4,2,,,,,6,2,4,2,3,,,CHINA,16,2,1,1,1,1
14,1300,189,1,4,8,4,2,2,10,HONG KONG,6,2,113500,1,11:35,13:35,02:00,120,1,2,1,2,2,2,2,1,2,5,3,6,3,3,4,3,4,4,4,6,4,6,6,5,6,5,6,5,4,4,2,,,,,6,3,4,2,3,,,CHINA,16,3,1,1,1,1
14,1301,190,1,4,8,4,2,2,10,HONG KONG,6,2,100000,1,10:00,13:35,03:35,215,3,6,1,2,1,2,2,1,2,5,4,3,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,3,3,,,7,3,2,2,1,CA,95014,US,4,3,2,2,1,1
14,1302,191,1,4,8,4,2,2,10,HONG KONG,6,2,110000,1,11:00,13:35,02:35,155,8,7,1,2,2,2,2,1,2,4,4,4,4,4,4,4,4,3,3,4,3,0,4,5,4,4,0,4,4,4,2,,,,,5,4,0,2,3,,,PHILIPPINES,16,2,1,0,1,1
14,1303,192,1,4,8,4,2,2,10,HONG KONG,6,2,93000,1,9:30,13:35,04:05,245,3,5,1,2,1,2,2,1,2,5,1,2,4,4,4,6,6,6,6,5,6,6,4,5,6,5,6,5,5,5,1,3,6,,,5,5,5,2,3,MO,,US,11,3,1,1,1,1
14,1304,193,1,4,8,4,2,2,10,HONG KONG,6,2,114500,2,11:45,13:35,01:50,110,3,2,1,1,2,2,1,4,2,5,5,5,5,5,5,5,5,5,5,5,5,0,4,5,0,0,0,5,5,5,2,,,,,5,5,5,2,1,CA,,US,1,4,2,2,1,1
14,1305,194,1,4,8,4,2,2,10,HONG KONG,6,2,110000,1,11:00,13:35,02:35,155,6,2,1,0,1,1,1,3,2,5,4,4,4,4,3,4,0,4,6,6,6,6,4,4,6,4,6,4,4,4,2,,,,,2,5,3,2,1,CA,94597,US,5,6,2,3,1,1
14,1306,195,1,4,8,4,2,2,10,HONG KONG,6,2,103500,1,10:35,13:35,03:00,180,2,7,1,1,1,1,2,1,2,6,6,6,6,6,6,6,6,5,6,6,6,6,5,5,6,6,6,6,1,5,2,,,,,5,5,5,2,3,JALISCO,,MEXICO,13,4,1,2,1,1
14,1307,196,1,4,8,4,2,2,10,HONG KONG,6,2,113000,1,11:30,13:35,02:05,125,1,3,2,1,1,1,2,3,2,4,5,5,4,3,4,6,6,6,6,6,6,6,4,4,6,6,6,6,4,4,2,,,,,11,4,3,2,4,CA,93727,US,10,3,1,3,1,1
14,1308,197,1,4,8,4,2,2,10,HONG KONG,6,2,N,2,N,13:35,N,N,3,5,1,0,0,2,2,1,2,0,0,0,0,0,3,0,0,4,0,0,0,0,4,4,4,4,4,4,4,4,1,4,,,,5,4,4,2,1,CA,,US,1,5,2,1,1,3
14,1309,198,1,4,8,4,2,2,10,HONG KONG,6,2,N,1,N,13:35,N,N,2,2,1,0,1,2,1,1,2,4,4,5,5,5,5,5,5,5,5,0,0,0,5,5,0,0,0,5,5,0,2,,,,,7,5,5,2,1,CA,,US,4,6,2,0,1,3
14,1310,199,1,4,8,4,2,2,10,HONG KONG,6,2,N,1,N,13:35,N,N,2,2,1,2,2,2,2,3,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,6,5,4,4,3,4,2,,,,,5,5,3,2,1,CA,94132,US,1,3,2,2,1,3
14,1311,200,1,4,8,4,2,2,10,HONG KONG,6,2,N,1,N,13:35,N,N,3,2,1,1,1,0,0,1,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,0,5,3,5,1,5,,,,5,5,5,2,0,,,,99,4,0,2,1,3
14,1312,201,1,4,8,4,2,2,10,HONG KONG,6,2,N,1,N,13:35,N,N,3,2,1,0,0,2,2,0,2,5,3,4,5,5,5,3,3,4,5,5,6,6,4,5,4,4,4,4,5,5,3,,,,,5,5,5,2,1,CA,94124,US,1,5,1,1,1,3
14,1313,202,1,4,8,4,2,2,10,HONG KONG,6,2,N,1,N,13:35,N,N,3,2,1,1,0,0,0,1,2,0,0,0,5,5,5,0,0,5,5,0,0,0,0,5,0,0,0,5,0,0,0,,,,,12,0,0,0,0,,,,99,0,0,0,1,3
14,4442,3976,1,4,8,4,2,2,10,HONG KONG,6,2,104000,1,10:40,13:35,02:55,175,2,2,1,1,1,1,2,1,2,5,3,4,5,5,5,5,5,6,6,6,6,6,5,5,5,5,5,5,5,4,2,,,,,5,5,5,2,3,,,PHILIPPINES,16,1,2,3,2,1
15,1314,203,1,4,8,4,2,2,35,BEIJING,96,2,120000,2,12:00,14:50,02:50,170,1,3,2,2,2,2,2,3,1,3,6,6,4,3,4,6,6,2,6,4,6,2,3,4,6,5,4,6,4,5,2,,,,,11,4,2,2,4,AZ,,US,10,0,2,0,1,1
15,1315,204,1,4,8,4,2,2,35,BEIJING,96,2,10000,2,13:00,14:50,01:50,110,4,3,2,2,2,2,2,1,1,5,6,6,5,4,6,6,6,5,6,6,6,6,4,4,6,6,6,6,4,5,2,,,,,11,5,5,2,4,,,CHINA,16,2,1,0,1,1
15,1316,205,1,4,8,4,2,2,35,BEIJING,96,2,100000,1,10:00,14:50,04:50,290,2,4,1,1,1,2,2,1,1,6,5,4,5,5,6,6,6,6,6,6,6,6,5,5,6,6,6,5,5,5,2,,,,,12,5,5,2,3,ND,58504,US,11,7,1,2,1,1
15,1317,206,1,4,8,4,2,2,35,BEIJING,96,2,100000,1,10:00,14:50,04:50,290,1,3,2,1,1,1,2,1,1,6,4,5,5,3,0,6,6,6,6,4,6,6,5,5,6,5,6,5,3,5,2,,,,,11,5,5,2,4,,,CHINA,16,3,1,1,1,1
15,1318,207,1,4,8,4,2,2,35,BEIJING,96,2,120000,2,12:00,14:50,02:50,170,3,2,1,1,1,1,2,2,1,6,3,3,5,5,5,5,5,5,5,5,6,5,4,4,6,5,6,4,4,5,1,5,,,,6,5,5,2,1,CA,,US,2,3,2,2,1,1
15,1319,208,1,4,8,4,2,2,35,BEIJING,96,2,113000,1,11:30,14:50,03:20,200,2,3,0,1,1,1,2,1,2,5,3,4,4,4,4,6,6,6,6,6,6,6,4,5,6,5,6,5,5,5,2,,,,,11,5,5,2,4,TX,75252,US,11,5,2,3,1,1
15,1320,209,1,4,8,4,2,2,35,BEIJING,96,2,100000,1,10:00,14:50,04:50,290,2,3,2,1,1,2,2,1,2,3,3,4,4,3,4,4,4,6,6,6,6,6,4,5,6,6,6,4,5,4,2,,,,,11,5,5,2,4,LA,70818,US,11,4,1,3,1,1
15,1321,210,1,4,8,4,2,2,35,BEIJING,96,2,125000,2,12:50,14:50,02:00,120,1,3,2,1,1,2,2,3,2,4,5,5,5,5,5,6,6,6,6,6,6,6,5,4,0,0,0,0,0,5,1,3,,,,11,0,0,0,4,,,,99,0,0,0,1,1
15,1322,211,1,4,8,4,2,2,35,BEIJING,96,2,103000,1,10:30,14:50,04:20,260,2,7,1,1,1,1,2,3,2,4,3,3,4,5,5,6,4,4,6,5,6,5,4,5,6,4,5,5,5,5,2,,,,,12,5,4,2,3,FL,33021,US,12,6,2,4,1,1
15,1323,212,1,4,8,4,2,2,35,BEIJING,96,2,125000,1,12:50,14:50,02:00,120,4,2,1,2,2,2,2,3,2,4,4,3,5,6,5,4,4,2,3,5,6,6,4,5,5,5,5,5,5,5,2,,,,,1,5,4,2,3,,,CHINA,16,3,1,2,1,1
15,1324,213,1,4,8,4,2,2,35,BEIJING,96,2,111000,1,11:10,14:50,03:40,220,2,3,1,1,1,2,2,2,2,5,5,4,0,5,4,6,6,6,6,6,6,6,5,5,6,6,6,5,5,5,1,3,,,,11,5,5,2,4,CA,96003,US,10,7,0,0,1,1
15,1325,214,1,4,8,4,2,2,35,BEIJING,96,2,103000,1,10:30,14:50,04:20,260,2,1,1,1,1,1,1,1,2,4,4,4,4,2,4,4,4,4,6,6,6,6,4,5,5,4,6,4,4,5,2,,,,,19,5,4,2,2,CA,95765,US,10,7,1,1,1,1
15,1326,215,1,4,8,4,2,2,35,BEIJING,96,2,125000,1,12:50,14:50,02:00,120,3,2,1,1,2,2,2,3,2,5,5,5,5,5,5,5,5,4,4,4,4,4,5,4,4,4,4,4,4,3,2,,,,,2,4,2,2,3,,,CHINA,16,2,1,3,1,1
15,1327,216,1,4,8,4,2,2,35,BEIJING,96,2,93000,1,9:30,14:50,05:20,320,3,3,0,2,2,2,2,3,2,0,3,3,3,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,3,0,,,,,11,4,0,1,4,PA,15142,US,12,5,2,2,1,1
15,1328,217,1,4,8,4,2,2,35,BEIJING,96,2,93500,1,9:35,14:50,05:15,315,3,3,0,0,1,1,2,1,2,4,4,4,4,4,3,3,3,0,0,0,0,0,4,4,0,0,0,4,4,3,2,,,,,11,4,0,2,4,LA,70471,US,11,5,2,1,1,1
15,1329,218,1,4,8,4,2,2,35,BEIJING,96,2,N,1,N,14:50,N,N,1,3,2,1,1,2,2,1,2,6,2,3,4,3,3,4,4,6,6,6,6,6,3,3,6,6,6,2,2,3,2,,,,,11,3,6,2,4,,,CHINA,16,4,1,0,1,3
15,1330,219,1,4,8,4,2,2,35,BEIJING,96,2,N,2,N,14:50,N,N,3,3,1,0,1,1,2,1,2,4,4,4,4,5,5,5,5,5,4,5,4,4,4,5,5,5,5,5,5,5,2,,,,,11,4,3,2,4,,,,99,4,2,0,1,3
15,1331,220,1,4,8,4,2,2,35,BEIJING,96,2,N,2,N,14:50,N,N,3,2,1,2,2,2,2,1,2,5,3,3,4,4,4,3,3,4,4,4,4,3,4,4,4,4,4,4,4,4,2,,,,,1,4,4,2,1,CA,94555,US,3,4,2,4,1,3
15,1332,221,1,4,8,4,2,2,35,BEIJING,96,2,N,2,N,14:50,N,N,3,2,1,0,0,2,1,1,2,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,3,2,,,,,5,3,0,2,3,,,CHINA,16,5,1,0,1,3
15,1333,222,1,4,8,4,2,2,35,BEIJING,96,2,N,1,N,14:50,N,N,5,3,2,1,2,2,2,1,2,0,3,3,4,5,4,6,2,3,3,3,0,0,4,4,4,4,4,4,4,5,2,,,,,11,1,0,1,4,,,CHINA,16,5,1,0,1,3
15,1334,223,1,4,8,4,2,2,35,BEIJING,96,2,N,1,N,14:50,N,N,1,4,1,0,1,1,0,2,2,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,1,3,,,,5,3,3,2,3,,,,99,4,1,2,1,3
16,58,224,1,4,7,4,2,2,13,DUBAI,95,2,11500,2,13:15,16:45,03:30,210,1,2,1,1,2,2,2,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,5,6,5,5,5,2,,,,,8,5,5,2,1,CA,95688,US,8,3,1,3,1,1
16,59,225,1,4,7,4,2,2,13,DUBAI,95,2,20000,2,14:00,16:45,02:45,165,3,6,1,2,2,2,2,2,1,4,6,6,3,5,5,6,6,5,6,6,6,6,4,5,6,6,6,6,4,5,2,,,,,7,5,4,2,1,CA,95054,US,4,6,2,0,1,1
16,60,226,1,4,7,4,2,2,13,DUBAI,95,2,10000,2,13:00,16:45,03:45,225,1,4,1,1,1,1,2,2,1,4,3,3,4,4,4,4,6,4,6,6,6,6,4,4,6,6,6,4,4,4,2,,,,,5,4,4,2,3,,,INDIA,16,4,2,2,1,1
16,61,227,1,4,7,4,2,2,13,DUBAI,95,2,120000,2,12:00,16:45,04:45,285,2,8,1,2,1,1,2,1,1,5,4,2,4,5,5,5,5,6,6,6,6,6,5,5,6,6,6,5,5,5,2,,,,,5,5,5,2,3,,,INDIA,16,6,1,2,1,1
16,62,228,1,4,7,4,2,2,13,DUBAI,95,2,21500,2,14:15,16:45,02:30,150,2,2,1,2,2,1,2,2,1,5,6,4,5,5,5,6,6,5,6,6,6,6,5,5,6,6,6,6,5,5,2,,,,,1,5,5,2,1,CA,94547,US,5,4,2,3,1,1
16,63,229,1,4,7,4,2,2,13,DUBAI,95,2,23000,2,14:30,16:45,02:15,135,2,5,1,2,2,1,2,3,1,5,3,3,2,4,3,6,3,4,6,3,6,6,3,5,6,5,6,5,5,5,2,,,,,2,5,5,2,1,CA,94521,US,5,6,1,4,1,1
16,64,230,1,4,7,4,2,2,13,DUBAI,95,2,122000,2,12:20,16:45,04:25,265,6,2,1,1,1,2,2,3,2,3,3,2,4,4,4,4,3,5,4,4,4,3,4,5,6,6,6,3,5,5,2,,,,,7,5,5,2,1,CA,95051,US,4,3,1,0,1,1
16,65,231,1,4,7,4,2,2,13,DUBAI,95,2,23000,2,14:30,16:45,02:15,135,1,4,2,2,2,2,2,1,2,3,4,4,4,3,3,4,3,6,6,5,6,4,4,4,6,5,5,5,5,4,2,,,,,7,4,5,2,3,,,INDIA,16,2,2,1,1,1
16,66,232,1,4,7,4,2,2,13,DUBAI,95,2,20000,2,14:00,16:45,02:45,165,1,4,1,2,1,2,2,3,2,4,3,4,5,4,4,5,5,5,5,4,4,5,5,5,5,5,5,5,5,5,3,,,,,5,5,5,2,2,,,,10,2,1,2,1,1
16,67,233,1,4,7,4,2,2,13,DUBAI,95,2,123500,2,12:35,16:45,04:10,250,2,2,1,1,1,1,2,3,2,2,2,2,3,6,4,4,4,3,3,3,6,6,3,5,5,5,5,5,5,3,2,,,,,2,5,5,2,1,CA,,US,90,3,2,2,1,1
16,68,234,1,4,7,4,2,2,13,DUBAI,95,2,20000,2,14:00,16:45,02:45,165,1,2,1,0,0,1,2,6,2,5,3,3,5,5,5,5,0,5,5,0,0,0,5,5,5,5,5,5,5,5,1,5,,,,3,5,5,2,1,CA,94941,US,6,6,2,3,1,1
16,69,235,1,4,7,4,2,2,13,DUBAI,95,2,20000,2,14:00,16:45,02:45,165,3,2,1,0,0,2,2,1,2,4,2,5,4,4,5,5,0,4,2,4,4,3,4,4,5,4,5,5,5,4,1,5,,,,5,5,3,2,1,CA,94553,US,5,3,2,2,1,1
16,70,236,1,4,7,4,2,2,13,DUBAI,95,2,124500,2,12:45,16:45,04:00,240,3,2,1,0,0,2,2,0,2,3,4,3,5,4,4,5,5,5,4,5,5,4,5,5,5,5,6,5,5,4,2,,,,,7,5,5,2,1,CA,95111,US,4,4,2,1,1,1
16,71,237,1,4,7,4,2,2,13,DUBAI,95,2,12000,2,13:20,16:45,03:25,205,3,6,1,1,1,1,2,1,2,5,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,1,3,,,,6,5,1,2,1,CA,94403,US,2,3,2,0,1,1
16,72,238,1,4,7,4,2,2,13,DUBAI,95,2,113000,1,11:30,16:45,05:15,315,2,2,1,1,1,2,2,1,2,0,3,4,2,2,3,6,6,3,6,6,6,6,0,4,6,6,6,3,3,3,2,,,,,5,6,5,2,3,,,INDIA,16,6,0,2,1,1
16,73,239,1,4,7,4,2,2,13,DUBAI,95,2,24500,2,14:45,16:45,02:00,120,1,4,1,2,2,2,2,1,2,4,6,6,5,5,5,5,5,6,6,6,6,6,5,5,6,6,6,6,5,5,2,,,,,7,5,5,2,3,,,INDIA,16,2,1,3,1,1
16,74,240,1,4,7,4,2,2,13,DUBAI,95,2,14500,2,13:45,16:45,03:00,180,3,1,1,2,2,2,2,1,2,4,4,4,4,4,4,4,4,4,4,4,4,6,5,5,5,5,5,5,5,4,2,,,,,1,5,5,2,1,CA,94538,US,3,3,2,2,1,1
16,75,241,1,4,7,4,2,2,13,DUBAI,95,2,30000,2,15:00,16:45,01:45,105,3,2,1,2,2,2,2,1,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,2,,,,,5,5,3,2,2,,,,10,2,1,1,1,1
16,76,242,1,4,7,4,2,2,13,DUBAI,95,2,20000,2,14:00,16:45,02:45,165,1,4,1,2,1,2,2,3,2,4,3,4,5,4,4,4,4,4,3,4,4,4,4,5,5,5,5,5,5,5,2,,,,,5,5,5,0,3,,,,99,4,1,3,1,1
16,77,243,1,4,7,4,2,2,13,DUBAI,95,2,103000,1,10:30,16:45,06:15,375,6,3,2,1,1,2,2,1,2,4,4,6,3,4,3,2,3,6,6,6,6,6,4,5,6,6,6,5,5,5,2,,,,,11,4,5,2,4,AK,99709,US,10,3,1,1,1,1
16,78,244,1,4,7,4,2,2,13,DUBAI,95,2,23000,2,14:30,16:45,02:15,135,1,3,2,2,2,2,1,2,2,4,2,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,1,5,,,,11,3,3,2,4,,,,99,3,1,1,1,1
16,79,245,1,4,7,4,2,2,13,DUBAI,95,2,14000,2,14:00,16:45,02:45,165,3,2,1,2,2,2,2,3,2,3,3,2,3,4,3,4,4,4,5,5,6,6,4,5,3,4,6,5,5,5,2,,,,,7,5,3,1,1,CA,94040,US,4,4,1,3,1,1
18,460,246,1,3,3,1,2,1,12,DETROIT,45,2,101100,1,10:11,13:00,02:49,169,3,1,2,1,2,1,2,2,1,4,4,5,4,3,4,2,6,4,4,6,6,6,4,4,4,6,6,4,4,5,2,,,,,9,4,1,1,1,CA,95492,US,7,7,1,2,1,1
18,461,247,1,3,3,1,2,1,12,DETROIT,45,2,115500,1,11:55,13:00,01:05,65,2,2,1,2,2,2,2,1,1,6,6,6,1,6,5,5,6,5,6,6,6,6,5,5,6,6,6,6,6,5,2,,,,,8,5,5,2,3,MI,48047,US,11,7,2,1,1,1
18,462,248,1,3,3,1,2,1,12,DETROIT,45,2,104500,1,10:45,13:00,02:15,135,1,8,2,2,2,2,2,2,1,3,3,6,5,5,5,6,6,4,6,2,6,2,2,3,6,3,3,4,4,3,2,,,,,5,0,0,1,3,NY,12866,US,12,5,1,4,1,1
18,463,249,1,3,3,1,2,1,12,DETROIT,45,2,113000,1,11:30,13:00,01:30,90,3,6,2,2,2,2,2,1,1,5,4,4,3,4,4,4,4,4,6,6,6,6,4,4,6,6,6,6,4,4,2,,,,,7,4,3,2,1,CA,95127,US,4,6,1,2,1,1
18,464,250,1,3,3,1,2,1,12,DETROIT,45,2,92000,1,9:20,13:00,03:40,220,3,2,1,2,2,2,2,3,2,3,3,4,3,4,2,3,4,4,5,5,6,6,4,4,6,5,4,4,4,4,1,4,,,,6,3,4,2,1,CA,,US,2,5,1,4,1,1
19,448,251,1,4,2,1,2,1,12,ATLANTA,42,2,10000,2,13:00,14:20,01:20,80,3,5,1,3,1,2,2,4,2,4,4,3,4,4,4,6,6,3,4,6,4,3,4,3,6,6,6,4,3,4,1,3,5,,,2,4,2,1,1,CA,94598,US,5,4,2,4,1,1
19,449,252,1,4,2,1,2,1,12,ATLANTA,42,2,114500,1,11:45,14:20,02:35,155,1,2,2,1,1,2,2,4,2,4,4,3,4,3,4,6,6,4,6,3,6,3,4,3,6,3,3,4,4,5,2,,,,,6,5,5,2,3,GA,30338,US,12,5,2,4,1,1
19,450,253,1,4,2,1,2,1,12,ATLANTA,42,2,123000,2,12:30,14:20,01:50,110,1,6,2,1,2,2,2,1,2,4,4,5,5,5,5,5,5,5,6,6,6,6,5,5,6,6,6,6,4,4,2,,,,,5,5,5,2,3,GA,30263,US,12,6,2,2,1,1
19,451,254,1,4,2,1,2,1,12,ATLANTA,42,2,120000,2,12:00,14:20,02:20,140,2,6,2,1,2,2,2,2,2,5,4,4,5,6,5,6,6,6,6,6,6,6,4,5,5,5,6,5,5,5,2,,,,,5,5,5,2,3,FL,33009,US,12,2,1,3,1,1
19,452,255,1,4,2,1,2,1,12,ATLANTA,42,2,123000,2,12:30,14:20,01:50,110,3,6,1,2,1,2,2,2,2,3,4,0,4,4,3,3,6,4,6,6,6,3,4,4,6,6,3,4,4,4,2,,,,,5,4,4,2,3,NC,27517,US,12,7,1,3,1,1
19,453,256,1,4,2,1,2,1,12,ATLANTA,42,2,113000,1,11:30,14:20,02:50,170,3,2,2,2,1,2,2,0,2,3,1,3,4,4,4,5,6,6,6,6,6,6,3,0,0,0,0,0,0,4,1,5,,,,13,3,2,2,3,CA,95378,US,10,7,2,3,1,1
19,454,257,1,4,2,1,2,1,12,ATLANTA,42,2,120000,2,12:00,14:20,02:20,140,3,2,1,2,2,2,2,1,2,3,3,3,4,4,4,4,4,4,4,3,3,3,3,3,2,6,3,3,3,3,2,,,,,1,4,4,2,1,CA,94545,US,3,6,2,2,1,1
19,455,258,1,4,2,1,2,1,12,ATLANTA,42,2,10000,2,13:00,14:20,01:20,80,1,4,1,2,2,2,2,1,2,3,3,3,4,3,3,3,3,3,6,6,6,6,0,4,6,6,6,6,5,4,2,,,,,5,5,5,2,3,FL,32218,US,12,5,0,4,1,1
19,456,259,1,4,2,1,2,1,12,ATLANTA,42,2,10000,2,13:00,14:20,01:20,80,1,9,2,1,1,2,2,1,2,3,3,3,5,4,4,6,6,4,6,4,6,4,4,4,6,4,4,4,4,4,2,,,,,12,5,5,2,3,FL,33458,US,12,4,1,4,1,1
19,457,260,1,4,2,1,2,1,12,ATLANTA,42,2,123000,2,12:30,14:20,01:50,110,1,9,2,1,1,2,2,4,2,4,4,4,4,4,4,4,4,0,0,0,0,3,4,4,4,4,4,4,3,4,2,,,,,5,3,0,2,3,FL,33067,US,12,6,1,3,1,1
19,458,261,1,4,2,1,2,1,12,ATLANTA,42,2,123000,2,12:30,14:20,01:50,110,2,9,1,1,1,2,2,1,2,3,3,2,4,4,4,6,4,4,6,4,6,4,4,4,4,4,4,4,4,5,2,,,,,24,5,4,2,3,GA,,US,12,3,2,4,1,1
19,459,262,1,4,2,1,2,1,12,ATLANTA,42,2,114500,1,11:45,14:20,02:35,155,3,2,1,1,0,2,2,1,2,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,2,,,,,14,5,5,2,3,GA,,US,12,3,2,0,1,1
19,4443,3977,1,4,2,1,2,1,12,ATLANTA,42,2,11000,2,13:10,14:20,01:10,70,1,1,2,1,1,2,1,3,2,3,3,3,3,3,4,6,6,3,1,6,6,6,3,3,3,6,6,3,3,4,2,,,,,1,5,5,2,1,CA,94565,US,3,6,1,4,2,1
19,4444,3978,1,4,2,1,2,1,12,ATLANTA,42,2,11000,2,13:10,14:20,01:10,70,1,8,2,0,0,2,2,4,2,2,2,2,4,4,4,6,6,4,3,6,3,2,3,4,6,6,3,3,3,4,2,,,,,12,5,5,2,1,CA,95125,US,4,4,1,4,2,1
